loan_amnt,term_index,int_rate,grade_index,sub_grade_index,home_ownership_index,annual_inc,verification_status_index,purpose_index,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,emp_length_index,label
20125.0,1.0,18.25,4.0,20.0,0.0,50000.0,1.0,0.0,33.22,0.0,1.0,14.0,0.0,87.0,1.0,0.0
35000.0,1.0,17.86,3.0,19.0,0.0,165000.0,1.0,1.0,19.54,0.0,1.0,10.0,0.0,89.8,0.0,0.0
8000.0,0.0,7.89,2.0,9.0,0.0,76000.0,2.0,1.0,8.2,0.0,0.0,6.0,1.0,62.8,0.0,0.0
12000.0,0.0,7.89,2.0,9.0,1.0,57600.0,2.0,0.0,25.02,0.0,0.0,13.0,0.0,79.6,6.0,0.0
8000.0,0.0,10.99,0.0,1.0,0.0,57000.0,2.0,7.0,8.47,0.0,3.0,11.0,0.0,18.9,0.0,0.0
21250.0,1.0,17.86,3.0,19.0,0.0,55000.0,0.0,0.0,34.3,0.0,0.0,12.0,0.0,47.7,0.0,0.0
20000.0,0.0,18.84,4.0,21.0,0.0,67000.0,1.0,2.0,12.17,0.0,0.0,6.0,0.0,84.7,1.0,0.0
7600.0,0.0,14.65,1.0,10.0,2.0,65000.0,0.0,0.0,27.95,0.0,2.0,14.0,0.0,58.9,1.0,1.0
5000.0,0.0,18.84,4.0,21.0,1.0,20000.0,0.0,1.0,6.96,0.0,0.0,4.0,0.0,63.4,6.0,0.0
10000.0,1.0,13.33,1.0,4.0,1.0,48000.0,1.0,0.0,12.15,2.0,0.0,11.0,0.0,81.9,5.0,0.0
10800.0,0.0,5.93,2.0,17.0,1.0,80000.0,0.0,0.0,13.58,0.0,1.0,11.0,0.0,3.6,0.0,0.0
10000.0,0.0,12.29,1.0,2.0,0.0,40000.0,2.0,0.0,27.27,1.0,1.0,20.0,0.0,49.1,5.0,0.0
17750.0,1.0,19.52,4.0,22.0,0.0,78000.0,0.0,0.0,13.25,0.0,1.0,15.0,0.0,93.2,0.0,0.0
17325.0,1.0,21.67,4.0,24.0,2.0,40000.0,1.0,9.0,14.16,0.0,1.0,9.0,0.0,3.4,10.0,0.0
20000.0,0.0,8.18,0.0,8.0,0.0,100000.0,1.0,1.0,14.59,2.0,1.0,19.0,0.0,35.8,8.0,0.0
24000.0,1.0,12.69,1.0,3.0,0.0,75000.0,1.0,1.0,23.22,0.0,1.0,11.0,0.0,69.5,11.0,0.0
10000.0,0.0,12.29,1.0,2.0,0.0,54000.0,0.0,0.0,31.43,0.0,0.0,12.0,0.0,39.8,6.0,0.0
35000.0,0.0,15.61,3.0,11.0,0.0,125000.0,1.0,0.0,18.22,0.0,0.0,17.0,0.0,97.5,4.0,0.0
8000.0,0.0,7.89,2.0,9.0,1.0,30000.0,2.0,0.0,22.0,0.0,2.0,12.0,0.0,34.8,1.0,0.0
18000.0,0.0,15.61,3.0,11.0,2.0,56670.0,1.0,0.0,31.6,0.0,1.0,24.0,1.0,68.4,5.0,0.0
10750.0,0.0,13.33,1.0,4.0,0.0,42000.0,2.0,0.0,17.46,0.0,1.0,9.0,0.0,62.3,3.0,0.0
25000.0,1.0,18.84,4.0,21.0,0.0,72000.0,0.0,0.0,27.9,1.0,1.0,12.0,0.0,74.3,0.0,0.0
5000.0,0.0,13.99,1.0,7.0,0.0,110000.0,0.0,0.0,12.61,1.0,4.0,8.0,1.0,29.7,7.0,0.0
35000.0,0.0,14.65,1.0,10.0,0.0,167000.0,0.0,0.0,25.62,1.0,0.0,13.0,0.0,62.1,0.0,0.0
22000.0,0.0,9.17,0.0,5.0,1.0,58000.0,0.0,0.0,10.08,0.0,0.0,9.0,0.0,45.6,2.0,0.0
19200.0,0.0,15.61,3.0,11.0,1.0,90000.0,0.0,0.0,12.61,0.0,0.0,8.0,0.0,73.6,4.0,0.0
9000.0,0.0,7.89,2.0,9.0,2.0,40000.0,2.0,0.0,29.82,1.0,2.0,17.0,0.0,24.9,6.0,0.0
25000.0,0.0,9.99,0.0,0.0,0.0,113000.0,0.0,1.0,11.0,0.0,0.0,8.0,1.0,68.0,1.0,0.0
25000.0,0.0,6.68,2.0,16.0,0.0,100000.0,0.0,0.0,23.88,0.0,0.0,13.0,0.0,31.8,9.0,0.0
8000.0,0.0,7.89,2.0,9.0,0.0,40000.0,2.0,0.0,6.3,1.0,0.0,10.0,0.0,27.9,4.0,0.0
6000.0,0.0,9.99,0.0,0.0,2.0,35000.0,2.0,0.0,23.39,0.0,0.0,8.0,0.0,31.9,0.0,0.0
32000.0,0.0,6.92,2.0,12.0,1.0,120000.0,1.0,1.0,12.41,0.0,0.0,4.0,0.0,82.8,6.0,0.0
11400.0,1.0,21.67,4.0,24.0,1.0,51000.0,0.0,0.0,31.36,0.0,0.0,5.0,1.0,53.7,0.0,0.0
18000.0,0.0,10.99,0.0,1.0,1.0,65000.0,2.0,1.0,16.08,0.0,0.0,9.0,0.0,53.0,9.0,0.0
9000.0,0.0,9.17,0.0,5.0,1.0,29000.0,2.0,0.0,19.83,1.0,0.0,11.0,0.0,39.4,10.0,0.0
20000.0,1.0,13.99,1.0,7.0,1.0,83500.0,0.0,1.0,13.06,0.0,0.0,17.0,0.0,64.2,0.0,0.0
11675.0,1.0,17.86,3.0,19.0,2.0,26700.0,1.0,1.0,35.15,0.0,1.0,8.0,0.0,61.1,8.0,0.0
10800.0,1.0,17.57,3.0,15.0,1.0,36000.0,0.0,0.0,18.77,0.0,0.0,11.0,0.0,90.7,1.0,0.0
8000.0,0.0,6.92,2.0,12.0,1.0,48000.0,0.0,1.0,9.1,0.0,1.0,6.0,0.0,62.0,11.0,0.0
15000.0,1.0,16.99,3.0,14.0,1.0,47736.0,0.0,0.0,38.26,0.0,3.0,12.0,0.0,76.4,3.0,0.0
5875.0,0.0,17.57,3.0,15.0,0.0,62000.0,1.0,0.0,14.36,2.0,3.0,10.0,2.0,56.2,5.0,0.0
23225.0,1.0,12.69,1.0,3.0,0.0,46500.0,0.0,1.0,19.69,0.0,0.0,8.0,0.0,53.6,11.0,0.0
11400.0,1.0,21.67,4.0,24.0,0.0,75000.0,1.0,0.0,10.7,0.0,0.0,16.0,0.0,59.7,0.0,0.0
35000.0,1.0,11.53,0.0,6.0,1.0,144000.0,0.0,1.0,20.78,0.0,0.0,17.0,0.0,54.0,0.0,0.0
15000.0,1.0,11.53,0.0,6.0,0.0,52000.0,1.0,0.0,10.55,0.0,0.0,8.0,1.0,11.4,8.0,0.0
34550.0,0.0,17.86,3.0,19.0,0.0,84000.0,1.0,2.0,23.1,3.0,0.0,11.0,0.0,20.2,0.0,0.0
5000.0,0.0,11.53,0.0,6.0,2.0,90000.0,2.0,0.0,7.31,0.0,0.0,7.0,0.0,42.0,5.0,0.0
20000.0,1.0,18.25,4.0,20.0,0.0,48000.0,0.0,0.0,18.4,0.0,1.0,16.0,0.0,68.9,5.0,0.0
18000.0,1.0,10.99,0.0,1.0,1.0,60000.0,1.0,3.0,3.36,0.0,1.0,10.0,0.0,16.4,4.0,0.0
3825.0,0.0,17.86,3.0,19.0,0.0,25877.0,1.0,0.0,19.43,1.0,2.0,17.0,0.0,40.1,8.0,0.0
28800.0,0.0,9.17,0.0,5.0,1.0,148500.0,1.0,0.0,13.87,0.0,3.0,12.0,0.0,26.9,1.0,0.0
35000.0,0.0,13.33,1.0,4.0,0.0,145000.0,1.0,0.0,11.37,1.0,0.0,8.0,0.0,65.1,0.0,0.0
12000.0,0.0,12.29,1.0,2.0,0.0,42000.0,2.0,1.0,25.11,1.0,0.0,12.0,0.0,74.6,4.0,0.0
11200.0,1.0,16.55,3.0,13.0,0.0,78000.0,1.0,5.0,35.4,0.0,0.0,12.0,0.0,65.6,0.0,0.0
18000.0,0.0,13.99,1.0,7.0,0.0,65000.0,1.0,1.0,17.3,0.0,0.0,10.0,0.0,51.8,9.0,0.0
20000.0,0.0,12.29,1.0,2.0,0.0,79000.0,0.0,1.0,15.02,0.0,1.0,16.0,2.0,83.1,0.0,0.0
12000.0,0.0,8.18,0.0,8.0,1.0,49242.0,0.0,1.0,13.19,1.0,1.0,9.0,0.0,40.2,1.0,0.0
13500.0,0.0,5.93,2.0,17.0,0.0,80000.0,0.0,0.0,20.42,0.0,0.0,13.0,0.0,4.5,9.0,0.0
10000.0,1.0,23.99,5.0,26.0,0.0,75000.0,1.0,0.0,11.52,2.0,2.0,13.0,0.0,81.5,2.0,0.0
12800.0,1.0,15.61,3.0,11.0,0.0,105000.0,0.0,0.0,22.67,0.0,2.0,11.0,0.0,52.6,1.0,0.0
25000.0,1.0,17.86,3.0,19.0,0.0,73000.0,1.0,0.0,32.4,1.0,1.0,19.0,0.0,74.8,11.0,0.0
10000.0,0.0,10.99,0.0,1.0,1.0,44000.0,1.0,1.0,26.45,0.0,3.0,14.0,0.0,74.3,8.0,0.0
11300.0,1.0,19.52,4.0,22.0,1.0,38000.0,0.0,1.0,19.93,0.0,0.0,8.0,0.0,73.8,3.0,1.0
2225.0,0.0,15.61,3.0,11.0,2.0,34900.0,0.0,0.0,4.2,0.0,0.0,9.0,0.0,13.5,8.0,0.0
12500.0,1.0,17.57,3.0,15.0,0.0,41000.0,2.0,3.0,30.09,0.0,2.0,7.0,0.0,58.1,0.0,0.0
25000.0,1.0,9.17,0.0,5.0,0.0,82000.0,0.0,1.0,24.12,0.0,0.0,11.0,0.0,85.5,1.0,0.0
12000.0,0.0,6.39,2.0,18.0,0.0,180000.0,2.0,2.0,1.97,0.0,0.0,7.0,0.0,14.5,0.0,0.0
5600.0,0.0,12.29,1.0,2.0,1.0,50000.0,0.0,0.0,19.49,0.0,0.0,8.0,1.0,60.1,0.0,0.0
28000.0,0.0,7.89,2.0,9.0,1.0,130000.0,1.0,3.0,9.7,0.0,0.0,7.0,0.0,12.7,0.0,0.0
10500.0,0.0,10.99,0.0,1.0,0.0,64000.0,2.0,0.0,5.03,2.0,1.0,5.0,1.0,6.5,0.0,0.0
1800.0,0.0,15.61,3.0,11.0,0.0,53000.0,2.0,3.0,31.82,0.0,0.0,7.0,1.0,86.9,0.0,0.0
7200.0,0.0,14.65,1.0,10.0,1.0,50000.0,0.0,0.0,27.15,0.0,0.0,16.0,0.0,27.1,5.0,0.0
15000.0,0.0,12.69,1.0,3.0,0.0,140000.0,0.0,0.0,9.79,0.0,1.0,13.0,1.0,49.7,7.0,0.0
11675.0,1.0,13.99,1.0,7.0,1.0,40000.0,0.0,1.0,22.6,0.0,0.0,10.0,0.0,44.4,2.0,0.0
10000.0,0.0,12.69,1.0,3.0,0.0,72000.0,2.0,0.0,20.48,0.0,1.0,6.0,0.0,72.9,0.0,0.0
15000.0,0.0,6.39,2.0,18.0,0.0,42900.0,2.0,1.0,10.07,0.0,0.0,17.0,0.0,29.0,0.0,0.0
5000.0,0.0,10.99,0.0,1.0,0.0,40000.0,2.0,0.0,28.83,2.0,0.0,10.0,0.0,54.3,1.0,0.0
35000.0,1.0,15.61,3.0,11.0,0.0,129000.0,1.0,0.0,36.96,0.0,1.0,16.0,0.0,42.7,0.0,0.0
