loan_amnt,term_index,int_rate,grade_index,sub_grade_index,home_ownership_index,annual_inc,verification_status_index,purpose_index,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,emp_length_index,label
22000.0,0.0,10.16,0.0,8.0,1.0,55000.0,1.0,1.0,26.66,0.0,1.0,6.0,0.0,87.4,5.0,0.0
15500.0,0.0,17.27,1.0,10.0,0.0,36000.0,1.0,0.0,24.63,0.0,1.0,11.0,0.0,86.2,2.0,0.0
28000.0,0.0,17.77,3.0,11.0,0.0,160000.0,1.0,0.0,17.43,1.0,0.0,19.0,0.0,43.8,0.0,0.0
12000.0,0.0,12.12,0.0,0.0,1.0,50000.0,0.0,2.0,13.46,0.0,0.0,6.0,0.0,64.1,6.0,0.0
4000.0,0.0,11.14,0.0,5.0,1.0,61000.0,2.0,0.0,10.05,0.0,1.0,8.0,0.0,28.4,5.0,0.0
11000.0,0.0,12.12,0.0,0.0,1.0,36000.0,2.0,0.0,17.92,1.0,0.0,11.0,0.0,45.2,10.0,0.0
5000.0,0.0,17.77,3.0,11.0,0.0,28176.0,1.0,1.0,20.66,1.0,2.0,8.0,0.0,86.0,8.0,0.0
10975.0,0.0,8.9,2.0,9.0,0.0,45000.0,1.0,0.0,13.4,0.0,0.0,10.0,0.0,17.8,0.0,0.0
9000.0,0.0,14.09,0.0,6.0,0.0,40000.0,1.0,0.0,29.04,0.0,1.0,18.0,0.0,54.0,0.0,0.0
4800.0,0.0,8.9,2.0,9.0,0.0,139560.0,0.0,0.0,10.78,3.0,0.0,11.0,0.0,78.2,4.0,0.0
30000.0,0.0,14.09,0.0,6.0,0.0,320000.0,1.0,8.0,10.94,0.0,1.0,9.0,0.0,73.4,7.0,0.0
22000.0,0.0,20.49,4.0,20.0,1.0,50000.0,1.0,0.0,26.33,0.0,0.0,13.0,0.0,75.2,7.0,0.0
24000.0,1.0,14.09,0.0,6.0,0.0,85000.0,1.0,0.0,17.67,0.0,1.0,13.0,0.0,43.6,3.0,0.0
4000.0,0.0,8.9,2.0,9.0,1.0,80000.0,2.0,0.0,3.9,0.0,2.0,8.0,0.0,40.5,5.0,1.0
20000.0,0.0,15.31,1.0,3.0,0.0,54701.0,1.0,0.0,8.31,0.0,0.0,5.0,0.0,62.6,0.0,0.0
16000.0,1.0,22.95,5.0,25.0,0.0,55000.0,0.0,0.0,26.33,3.0,1.0,13.0,0.0,96.4,0.0,0.0
13000.0,0.0,8.9,2.0,9.0,0.0,80000.0,2.0,0.0,9.95,0.0,0.0,13.0,0.0,45.1,0.0,0.0
20125.0,0.0,13.11,0.0,1.0,2.0,45000.0,1.0,0.0,17.81,0.0,0.0,17.0,0.0,45.7,0.0,0.0
6000.0,0.0,7.9,2.0,12.0,0.0,65000.0,2.0,0.0,9.14,0.0,0.0,6.0,1.0,43.2,9.0,0.0
7000.0,0.0,18.49,3.0,13.0,0.0,65000.0,1.0,1.0,16.49,0.0,3.0,14.0,0.0,56.0,5.0,1.0
22800.0,1.0,19.72,3.0,19.0,1.0,120000.0,1.0,0.0,2.61,1.0,0.0,5.0,0.0,0.0,11.0,1.0
24000.0,0.0,12.12,0.0,0.0,0.0,69500.0,1.0,0.0,26.68,0.0,0.0,13.0,0.0,63.7,0.0,0.0
5000.0,0.0,13.11,0.0,1.0,1.0,20000.0,1.0,1.0,24.18,0.0,0.0,12.0,0.0,75.0,5.0,0.0
5375.0,0.0,11.14,0.0,5.0,0.0,18000.0,2.0,0.0,10.4,0.0,0.0,9.0,0.0,35.4,6.0,1.0
4725.0,0.0,12.12,0.0,0.0,1.0,43000.0,2.0,1.0,15.57,0.0,0.0,7.0,1.0,67.8,1.0,0.0
4000.0,0.0,13.11,0.0,1.0,0.0,40800.0,0.0,0.0,19.44,0.0,1.0,11.0,0.0,33.7,4.0,0.0
12000.0,0.0,11.14,0.0,5.0,1.0,45000.0,2.0,0.0,20.13,0.0,0.0,16.0,0.0,20.7,10.0,0.0
3000.0,0.0,11.14,0.0,5.0,0.0,52000.0,2.0,4.0,27.74,0.0,0.0,6.0,0.0,97.6,5.0,0.0
8000.0,0.0,16.29,1.0,7.0,1.0,47500.0,2.0,0.0,26.58,0.0,2.0,10.0,0.0,73.9,6.0,0.0
17000.0,1.0,7.9,2.0,12.0,0.0,124390.0,0.0,0.0,5.86,0.0,0.0,9.0,0.0,26.8,7.0,0.0
35000.0,0.0,21.98,4.0,23.0,0.0,106000.0,1.0,0.0,15.17,0.0,2.0,10.0,0.0,73.1,1.0,1.0
13000.0,0.0,14.09,0.0,6.0,2.0,42000.0,2.0,1.0,16.61,0.0,1.0,8.0,0.0,60.2,3.0,0.0
7000.0,0.0,12.12,0.0,0.0,0.0,55000.0,1.0,1.0,18.37,1.0,1.0,7.0,0.0,62.8,0.0,0.0
15000.0,0.0,13.11,0.0,1.0,1.0,40000.0,0.0,0.0,10.92,0.0,0.0,6.0,0.0,24.9,6.0,1.0
7000.0,0.0,13.11,0.0,1.0,1.0,40000.0,0.0,0.0,14.1,0.0,1.0,11.0,0.0,53.3,1.0,0.0
35000.0,0.0,17.77,3.0,11.0,0.0,225000.0,0.0,1.0,7.42,1.0,3.0,10.0,0.0,70.4,6.0,0.0
4000.0,0.0,14.09,0.0,6.0,0.0,103000.0,2.0,1.0,12.27,1.0,1.0,9.0,0.0,64.1,0.0,0.0
12000.0,0.0,16.29,1.0,7.0,0.0,102000.0,2.0,0.0,12.08,0.0,1.0,8.0,0.0,76.1,7.0,0.0
2500.0,1.0,22.47,4.0,24.0,1.0,44000.0,1.0,3.0,11.18,1.0,2.0,3.0,0.0,72.8,8.0,0.0
35000.0,0.0,19.72,3.0,19.0,1.0,94700.0,1.0,0.0,26.08,0.0,2.0,16.0,1.0,59.9,0.0,1.0
12000.0,0.0,12.12,0.0,0.0,1.0,85000.0,2.0,0.0,10.84,0.0,0.0,11.0,0.0,52.2,6.0,0.0
18000.0,1.0,21.49,4.0,22.0,1.0,40000.0,0.0,4.0,29.04,0.0,0.0,8.0,0.0,71.6,7.0,0.0
10000.0,0.0,7.62,2.0,16.0,0.0,110000.0,2.0,1.0,6.48,0.0,2.0,7.0,0.0,22.9,1.0,0.0
1775.0,0.0,10.16,0.0,8.0,2.0,12000.0,1.0,1.0,19.3,0.0,0.0,6.0,0.0,73.1,2.0,0.0
3000.0,0.0,10.16,0.0,8.0,1.0,60000.0,2.0,0.0,19.9,1.0,0.0,8.0,0.0,47.3,1.0,0.0
12000.0,0.0,13.11,0.0,1.0,0.0,36000.0,1.0,0.0,16.67,0.0,0.0,8.0,0.0,88.3,1.0,1.0
6600.0,0.0,12.12,0.0,0.0,0.0,40000.0,2.0,0.0,22.56,0.0,1.0,14.0,0.0,36.4,5.0,0.0
6000.0,0.0,18.75,3.0,14.0,0.0,26500.0,0.0,0.0,21.69,0.0,0.0,4.0,0.0,94.3,8.0,0.0
15000.0,1.0,19.05,3.0,15.0,0.0,68000.0,1.0,0.0,8.24,0.0,1.0,10.0,0.0,29.3,3.0,0.0
3050.0,0.0,11.14,0.0,5.0,1.0,38000.0,1.0,0.0,25.33,0.0,2.0,12.0,0.0,69.7,0.0,0.0
13650.0,0.0,11.14,0.0,5.0,2.0,52000.0,1.0,0.0,33.65,0.0,1.0,18.0,0.0,50.7,9.0,1.0
4800.0,0.0,13.11,0.0,1.0,1.0,56000.0,2.0,0.0,22.41,0.0,2.0,18.0,0.0,82.7,10.0,0.0
11325.0,0.0,12.12,0.0,0.0,2.0,45000.0,2.0,1.0,6.51,0.0,0.0,8.0,0.0,74.0,7.0,0.0
12000.0,0.0,14.33,1.0,2.0,1.0,85000.0,0.0,0.0,22.83,1.0,0.0,15.0,0.0,46.7,0.0,0.0
10625.0,0.0,15.31,1.0,3.0,0.0,54000.0,1.0,0.0,26.67,1.0,0.0,21.0,0.0,82.7,0.0,1.0
5600.0,0.0,12.12,0.0,0.0,1.0,35333.0,0.0,1.0,9.84,0.0,0.0,8.0,0.0,77.7,0.0,0.0
12000.0,0.0,18.75,3.0,14.0,0.0,124000.0,1.0,3.0,32.5,0.0,3.0,24.0,0.0,80.8,9.0,0.0
9600.0,0.0,8.9,2.0,9.0,0.0,41000.0,2.0,0.0,10.24,0.0,0.0,12.0,0.0,78.8,0.0,0.0
4725.0,0.0,7.9,2.0,12.0,1.0,24960.0,0.0,0.0,7.16,0.0,0.0,6.0,0.0,42.7,5.0,0.0
21500.0,0.0,16.29,1.0,7.0,0.0,67000.0,1.0,0.0,12.45,0.0,1.0,6.0,0.0,71.8,10.0,1.0
11500.0,0.0,11.14,0.0,5.0,1.0,63173.7,1.0,0.0,18.06,0.0,0.0,13.0,0.0,42.8,10.0,1.0
6075.0,0.0,12.12,0.0,0.0,1.0,22000.0,2.0,0.0,16.25,0.0,0.0,10.0,0.0,60.3,7.0,0.0
16000.0,0.0,11.14,0.0,5.0,0.0,60000.0,1.0,0.0,10.86,0.0,0.0,12.0,0.0,36.0,0.0,0.0
25000.0,1.0,15.8,1.0,4.0,0.0,85000.0,1.0,0.0,6.79,0.0,1.0,7.0,0.0,85.8,0.0,0.0
3000.0,0.0,15.31,1.0,3.0,1.0,35076.0,1.0,0.0,18.91,0.0,0.0,7.0,0.0,74.6,8.0,1.0
19000.0,0.0,14.33,1.0,2.0,0.0,60000.0,1.0,0.0,21.56,0.0,1.0,16.0,0.0,24.0,4.0,0.0
22000.0,1.0,23.76,5.0,28.0,1.0,55000.0,1.0,0.0,26.5,0.0,3.0,14.0,0.0,66.4,4.0,0.0
2000.0,0.0,14.33,1.0,2.0,1.0,31899.96,2.0,3.0,18.17,2.0,0.0,3.0,0.0,84.0,8.0,0.0
4000.0,0.0,10.16,0.0,8.0,1.0,49800.0,2.0,1.0,3.69,0.0,0.0,3.0,0.0,54.8,8.0,0.0
11650.0,0.0,13.11,0.0,1.0,0.0,80000.0,1.0,1.0,10.09,1.0,0.0,8.0,0.0,89.5,9.0,0.0
8000.0,0.0,16.29,1.0,7.0,2.0,70000.0,2.0,1.0,25.02,2.0,2.0,8.0,0.0,66.6,2.0,0.0
10000.0,0.0,17.77,3.0,11.0,0.0,50000.0,2.0,0.0,12.41,0.0,0.0,6.0,0.0,96.1,9.0,0.0
16500.0,0.0,14.33,1.0,2.0,1.0,57000.0,0.0,0.0,18.25,0.0,0.0,15.0,0.0,68.0,6.0,0.0
30000.0,0.0,12.12,0.0,0.0,0.0,180000.0,1.0,0.0,7.08,0.0,0.0,6.0,0.0,78.0,5.0,0.0
8800.0,0.0,14.09,0.0,6.0,0.0,80350.0,2.0,0.0,10.28,0.0,0.0,8.0,0.0,92.6,10.0,0.0
24250.0,1.0,23.76,5.0,28.0,0.0,81515.0,1.0,3.0,18.22,0.0,1.0,11.0,0.0,95.2,0.0,0.0
6000.0,0.0,11.14,0.0,5.0,1.0,67500.0,2.0,0.0,8.11,0.0,1.0,4.0,0.0,55.5,4.0,0.0
13500.0,0.0,11.14,0.0,5.0,0.0,85000.0,1.0,0.0,34.43,0.0,2.0,17.0,0.0,46.5,0.0,1.0
13000.0,0.0,7.9,2.0,12.0,2.0,48000.0,1.0,0.0,8.25,0.0,0.0,9.0,0.0,33.9,0.0,0.0
30000.0,0.0,19.05,3.0,15.0,1.0,98000.0,1.0,0.0,16.02,1.0,1.0,14.0,0.0,58.2,2.0,0.0
11700.0,0.0,14.33,1.0,2.0,1.0,35000.0,1.0,0.0,26.95,0.0,0.0,9.0,0.0,91.7,0.0,0.0
13500.0,0.0,8.9,2.0,9.0,1.0,45000.0,1.0,0.0,10.27,2.0,0.0,10.0,0.0,11.3,8.0,0.0
15500.0,1.0,13.11,0.0,1.0,0.0,43000.0,1.0,0.0,25.14,0.0,3.0,19.0,0.0,22.2,6.0,1.0
17000.0,1.0,19.05,3.0,15.0,1.0,87000.0,1.0,0.0,17.54,0.0,0.0,12.0,0.0,71.9,6.0,0.0
10000.0,0.0,12.12,0.0,0.0,1.0,72000.0,1.0,9.0,15.65,0.0,0.0,6.0,0.0,58.6,1.0,0.0
26500.0,1.0,20.49,4.0,20.0,0.0,60000.0,1.0,1.0,28.14,0.0,0.0,12.0,0.0,67.4,0.0,0.0
13700.0,0.0,7.62,2.0,16.0,1.0,76780.0,2.0,1.0,1.72,0.0,0.0,9.0,0.0,3.4,5.0,0.0
2800.0,0.0,11.14,0.0,5.0,2.0,45000.0,0.0,7.0,12.32,0.0,1.0,6.0,1.0,3.7,8.0,1.0
12000.0,0.0,15.8,1.0,4.0,1.0,38000.0,2.0,1.0,28.52,0.0,1.0,10.0,0.0,62.5,5.0,0.0
22000.0,1.0,18.49,3.0,13.0,0.0,53171.0,1.0,0.0,17.5,0.0,0.0,18.0,0.0,24.7,0.0,1.0
6850.0,0.0,13.11,0.0,1.0,1.0,34000.0,1.0,1.0,21.29,0.0,1.0,11.0,0.0,69.5,3.0,1.0
7500.0,1.0,21.0,4.0,21.0,1.0,65000.0,1.0,4.0,9.8,0.0,3.0,25.0,0.0,19.8,7.0,1.0
19000.0,0.0,13.11,0.0,1.0,1.0,118737.0,1.0,0.0,8.12,0.0,0.0,11.0,0.0,58.7,7.0,0.0
